,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
1457,2017,Jun-Yan Zhu,uc berkeley,United States,Eli Shechtman,"adobe research, us",United States,NIPS,toward multimodal image-to-image translation.,7,https://proceedings.neurips.cc/paper/2017/hash/819f46e52c25763a55cc642422644317-Abstract.html,https://dblp.org/rec/conf/nips/ZhuZPDEWS17
1458,2017,Honglei Zhuang,university of illinois,United States,Yifan Wang,tsinghua university,China,NIPS,identifying outlier arms in multi-armed bandit.,3,https://proceedings.neurips.cc/paper/2017/hash/dcda54e29207294d8e7e1b537338b1c0-Abstract.html,https://dblp.org/rec/conf/nips/Zhuang0W17
1459,2017,Chengxu Zhuang,stanford university,United States,Daniel L. Yamins,stanford university,United States,NIPS,toward goal-driven neural network models for the rodent whisker-trigeminal system.,4,https://proceedings.neurips.cc/paper/2017/hash/ab541d874c7bc19ab77642849e02b89f-Abstract.html,https://dblp.org/rec/conf/nips/ZhuangKHY17
1460,2017,Jonathan Zung,princeton university,United States,H. Sebastian Seung,princeton university,United States,NIPS,an error detection and correction framework for connectomics.,4,https://proceedings.neurips.cc/paper/2017/hash/4500e4037738e13c0c18db508e18d483-Abstract.html,https://dblp.org/rec/conf/nips/ZungTLS17
1461,2017,Zhoutong Zhang,mit,United States,Bill Freeman,mit/google,United States,NIPS,shape and material from sound.,6,https://proceedings.neurips.cc/paper/2017/hash/f4552671f8909587cf485ea990207f3b-Abstract.html,https://dblp.org/rec/conf/nips/zhangLH0TF17
1462,2017,Isabelle Guyon,,,Roman Garnett,,,,"advances in neural information processing systems 30 - annual conference on neural information processing systems 2017, december 4-9, 2017, long beach, ca, usa",7,https://proceedings.neurips.cc/paper/2017,https://dblp.org/rec/conf/nips/2017
1463,2017,Oren Anava,,,Alexander Rakhlin,,,NIPS Time Series Workshop,"proceedings of the nips 2016 time series workshop, co-located with the 30th annual conference on neural information processing systems (nips 2016), barcelona, spain, december 9, 2016",5,http://proceedings.mlr.press/v55/,https://dblp.org/rec/conf/nips/2016tsw
1464,2016,Muhammad J. Amjad,,,Devavrat Shah,,,NIPS Time Series Workshop,trading bitcoin and online time series prediction.,2,http://proceedings.mlr.press/v55/amjad16.html,https://dblp.org/rec/conf/nips/AmjadS16
1465,2016,Qunwei Li,,,Pramod K. Varshney,,,NIPS Time Series Workshop,influential node detection in implicit social networks using multi-task gaussian copula models.,5,http://proceedings.mlr.press/v55/li16.html,https://dblp.org/rec/conf/nips/LiKTZV16
1466,2016,Chen Luo,,,Anshumali Shrivastava,,,NIPS Time Series Workshop,"ssh (sketch, shingle, & hash) for indexing massive-scale time series.",2,http://proceedings.mlr.press/v55/luo16.html,https://dblp.org/rec/conf/nips/LuoS16
1467,2016,Gautier Marti,,,Philippe Donnat,,,NIPS Time Series Workshop,"exploring and measuring non-linear correlations - copulas, lightspeed transportation and clustering.",4,http://proceedings.mlr.press/v55/marti16.html,https://dblp.org/rec/conf/nips/MartiAND16
1468,2016,Marina Riabiz,,,Simon J. Godsill,,,NIPS Time Series Workshop,a central limit theorem with application to inference in \(\alpha\)-stable regression models.,3,http://proceedings.mlr.press/v55/riabiz16.html,https://dblp.org/rec/conf/nips/RiabizAG16
1469,2016,Souhaib Ben Taieb,,,Souhaib Ben Taieb,,,NIPS Time Series Workshop,sparse and smooth adjustments for coherent forecasts in temporal aggregation of time series.,1,http://proceedings.mlr.press/v55/bentaieb16.html,https://dblp.org/rec/conf/nips/Taieb16
1470,2014,Claire Adam-Bourdarios,,,David Rousseau,,,HEPML@NIPS,the higgs boson machine learning challenge.,6,http://proceedings.mlr.press/v42/cowa14.html,https://dblp.org/rec/conf/nips/Adam-Bourdarios14
1471,2014,Tianqi Chen,,,Tong He,,,HEPML@NIPS,higgs boson discovery with boosted trees.,2,http://proceedings.mlr.press/v42/chen14.html,https://dblp.org/rec/conf/nips/ChenH14
1472,2014,Roberto Díaz-Morales,,,Ángel Navia-Vázquez,,,HEPML@NIPS,optimization of ams using weighted auc optimized models.,2,http://proceedings.mlr.press/v42/diaz14.html,https://dblp.org/rec/conf/nips/Diaz-MoralesN14
1473,2014,Roberto Díaz-Morales,,,Ángel Navia-Vázquez,,,HEPML@NIPS,preface.,0,http://proceedings.mlr.press/v42/edit14b.html,https://dblp.org/rec/conf/nips/Editors14
1474,2014,Vladimir Gligorov,,,Vladimir Gligorov,,,HEPML@NIPS,real-time data analysis at the lhc - present and future.,1,http://proceedings.mlr.press/v42/glig14.html,https://dblp.org/rec/conf/nips/Gligorov14
1475,2014,Wojciech Kotlowski,,,Wojciech Kotlowski,,,HEPML@NIPS,consistent optimization of ams by logistic loss minimization.,1,http://proceedings.mlr.press/v42/kotl14.html,https://dblp.org/rec/conf/nips/Kotlowski14
1476,2014,Lester W. Mackey,,,Man Yue Mo,,,HEPML@NIPS,weighted classification cascades for optimizing discovery significance in the higgsml challenge.,3,http://proceedings.mlr.press/v42/mack14.html,https://dblp.org/rec/conf/nips/MackeyBM14
1477,2014,Gábor Melis,,,Gábor Melis,,,HEPML@NIPS,dissecting the winning solution of the higgsml challenge.,1,http://proceedings.mlr.press/v42/meli14.html,https://dblp.org/rec/conf/nips/Melis14
1478,2014,Peter J. Sadowski,,,Pierre Baldi,,,HEPML@NIPS,"deep learning, dark knowledge, and dark matter.",4,http://proceedings.mlr.press/v42/sado14.html,https://dblp.org/rec/conf/nips/SadowskiCWB14
1479,2014,Peter J. Sadowski,,,Pierre Baldi,,,HEPML@NIPS,"workshop on high-energy physics and machine learning, hepml 2014, held at nips 2014, montreal, quebec, canada, december 8-13, 2014",0,http://proceedings.mlr.press/v42/,https://dblp.org/rec/conf/nips/2014hepml
1480,2010,Yi Zhang 0010,carnegie mellon university,United States,Jeff G. Schneider,cmu,,NIPS,learning multiple tasks with a sparse matrix-normal penalty.,2,https://proceedings.neurips.cc/paper/2010/hash/51d92be1c60d1db1d2e5e7a07da55b26-Abstract.html,https://dblp.org/rec/conf/nips/0010S10
1481,2010,Jacob D. Abernethy,university of michigan,United States,Manfred K. Warmuth,google brain,United States,NIPS,repeated games against budgeted adversaries.,2,https://proceedings.neurips.cc/paper/2010/hash/0a0a0c8aaa00ade50f74a3f0ca981ed7-Abstract.html,https://dblp.org/rec/conf/nips/AbernethyW10
1482,2010,Margareta Ackerman,florida state university,United States,David Loker,university of waterloo,Canada,NIPS,towards property-based classification of clustering paradigms.,3,https://proceedings.neurips.cc/paper/2010/hash/f93882cbd8fc7fb794c1011d63be6fb6-Abstract.html,https://dblp.org/rec/conf/nips/AckermanBL10
1483,2010,Ryan Prescott Adams,princeton university,United States,Michael I. Jordan,uc berkeley,United States,NIPS,tree-structured stick breaking for hierarchical data.,3,https://proceedings.neurips.cc/paper/2010/hash/a5e00132373a7031000fd987a3c9f87b-Abstract.html,https://dblp.org/rec/conf/nips/AdamsGJ10
1484,2010,Felix V. Agakov,university of edinburgh,"Scotland, UK",Amos J. Storkey,university of edinburgh,"Scotland, UK",NIPS,sparse instrumental variables (spiv) for genome-wide studies.,4,https://proceedings.neurips.cc/paper/2010/hash/4476b929e30dd0c4e8bdbcc82c6ba23a-Abstract.html,https://dblp.org/rec/conf/nips/AgakovMKS10
1485,2010,Arvind Agarwal,university of maryland,United States,Samuel Gerber,university of utah,United States,NIPS,learning multiple tasks using manifold regularization.,3,https://proceedings.neurips.cc/paper/2010/hash/2cbca44843a864533ec05b321ae1f9d1-Abstract.html,https://dblp.org/rec/conf/nips/AgarwalDG10
1486,2010,Alekh Agarwal,,,Martin J. Wainwright,,,NIPS,fast global convergence rates of gradient methods for high-dimensional statistical recovery.,3,https://proceedings.neurips.cc/paper/2010/hash/7cce53cf90577442771720a370c3c723-Abstract.html,https://dblp.org/rec/conf/nips/AgarwalNW10
1487,2010,Mauricio A. Álvarez,university of manchester,"England, United Kingdom",Neil D. Lawrence,amazon,United States,NIPS,switched latent force models for movement segmentation.,4,https://proceedings.neurips.cc/paper/2010/hash/3a029f04d76d32e79367c4b3255dda4d-Abstract.html,https://dblp.org/rec/conf/nips/AlvarezPSL10
1488,2010,Mauricio Araya-López,loria --- université de nancy,France,François Charpillet,loria,France,NIPS,a pomdp extension with belief-dependent rewards.,4,https://proceedings.neurips.cc/paper/2010/hash/68053af2923e00204c3ca7c6a3150cf7-Abstract.html,https://dblp.org/rec/conf/nips/Araya-LopezBTC10
1489,2010,Nimar S. Arora,facebook,United States,Erik B. Sudderth,brown university,United States,NIPS,global seismic monitoring as probabilistic inference.,4,https://proceedings.neurips.cc/paper/2010/hash/cfbce4c1d7c425baf21d6b6f2babe6be-Abstract.html,https://dblp.org/rec/conf/nips/AroraRKS10
1490,2010,Joseph L. Austerweil,"university of wisconsin, madison",United States,Thomas L. Griffiths,princeton,United States,NIPS,learning invariant features using the transformed indian buffet process.,2,https://proceedings.neurips.cc/paper/2010/hash/fccb60fb512d13df5083790d64c4d5dd-Abstract.html,https://dblp.org/rec/conf/nips/AusterweilG10
1491,2010,Pranjal Awasthi,princeton,United States,Reza Bosagh Zadeh,matroid,United States,NIPS,supervised clustering.,2,https://proceedings.neurips.cc/paper/2010/hash/18997733ec258a9fcaf239cc55d53363-Abstract.html,https://dblp.org/rec/conf/nips/AwasthiZ10
1492,2010,Alper Ayvaci,"uc, los angeles",United States,Stefano Soatto,ucla,United States,NIPS,occlusion detection and motion estimation with convex optimization.,3,https://proceedings.neurips.cc/paper/2010/hash/9778d5d219c5080b9a6a17bef029331c-Abstract.html,https://dblp.org/rec/conf/nips/AyvaciRS10
1493,2010,Javad Azimi,microsoft,United States,Xiaoli Z. Fern,oregon state university,United States,NIPS,batch bayesian optimization via simulation matching.,3,https://proceedings.neurips.cc/paper/2010/hash/e702e51da2c0f5be4dd354bb3e295d37-Abstract.html,https://dblp.org/rec/conf/nips/AzimiFF10
1494,2010,Francis R. Bach,inria - ecole normale superieure,Italy,Francis R. Bach,inria - ecole normale superieure,Italy,NIPS,structured sparsity-inducing norms through submodular functions.,1,https://proceedings.neurips.cc/paper/2010/hash/4b0a59ddf11c58e7446c9df0da541a84-Abstract.html,https://dblp.org/rec/conf/nips/Bach10
1495,2010,Stephen H. Bach,university of maryland,United States,Marcus A. Maloof,georgetown university,United States,NIPS,a bayesian approach to concept drift.,2,https://proceedings.neurips.cc/paper/2010/hash/8edd72158ccd2a879f79cb2538568fdc-Abstract.html,https://dblp.org/rec/conf/nips/BachM10
1496,2010,Chris Barber,university of wisconsin–milwaukee,United States,Paul Roebber,uw milwaukee,United States,NIPS,auto-regressive hmm inference with incomplete data for short-horizon wind forecasting.,3,https://proceedings.neurips.cc/paper/2010/hash/242c100dc94f871b6d7215b868a875f8-Abstract.html,https://dblp.org/rec/conf/nips/BarberBR10
1497,2010,Mohsen Bayati,,,Andrea Montanari,,,NIPS,the lasso risk - asymptotic results and real world examples.,3,https://proceedings.neurips.cc/paper/2010/hash/f47330643ae134ca204bf6b2481fec47-Abstract.html,https://dblp.org/rec/conf/nips/BayatiBM10
1498,2010,Gowtham Bellala,"university of michigan, ann arbor",United States,Clayton Scott,university of michigan,United States,NIPS,extensions of generalized binary search to group identification and exponential costs.,3,https://proceedings.neurips.cc/paper/2010/hash/5dd9db5e033da9c6fb5ba83c7a7ebea9-Abstract.html,https://dblp.org/rec/conf/nips/BellalaBS10
1499,2010,Samy Bengio,apple,United States,David Grangier,nec labs america,United States,NIPS,label embedding trees for large multi-class tasks.,3,https://proceedings.neurips.cc/paper/2010/hash/06138bc5af6023646ede0e1f7c1eac75-Abstract.html,https://dblp.org/rec/conf/nips/BengioWG10
1500,2010,José Bento 0001,boston college,United States,Andrea Montanari,stanford,United States,NIPS,learning networks of stochastic differential equations.,3,https://proceedings.neurips.cc/paper/2010/hash/8df707a948fac1b4a0f97aa554886ec8-Abstract.html,https://dblp.org/rec/conf/nips/BentoIM10
1501,2010,Alessandro Bergamo,,,Lorenzo Torresani,,,NIPS,exploiting weakly-labeled web images to improve object classification - a domain adaptation approach.,2,https://proceedings.neurips.cc/paper/2010/hash/98dce83da57b0395e163467c9dae521b-Abstract.html,https://dblp.org/rec/conf/nips/BergamoT10
1502,2010,Andrey Bernstein,technion - israel institute of technology,Israel,Nahum Shimkin,technion,Israel,NIPS,online classification with specificity constraints.,3,https://proceedings.neurips.cc/paper/2010/hash/9cfdf10e8fc047a44b08ed031e1f0ed1-Abstract.html,https://dblp.org/rec/conf/nips/BernsteinMS10
1503,2010,Alina Beygelzimer,yahoo labs,United States,Tong Zhang 0001,tencent,China,NIPS,agnostic active learning without constraints.,4,https://proceedings.neurips.cc/paper/2010/hash/00411460f7c92d2124a67ea0f4cb5f85-Abstract.html,https://dblp.org/rec/conf/nips/BeygelzimerHLZ10
1504,2010,Danny Bickson,carnegie mellon university,United States,Carlos Guestrin,university of washington,United States,NIPS,inference with multivariate heavy-tails in linear models.,2,https://proceedings.neurips.cc/paper/2010/hash/e995f98d56967d946471af29d7bf99f1-Abstract.html,https://dblp.org/rec/conf/nips/BicksonG10
1505,2010,Jacob Bien,stanford university,United States,Michael W. Mahoney,uc berkeley,United States,NIPS,cur from a sparse optimization viewpoint.,3,https://proceedings.neurips.cc/paper/2010/hash/b20bb95ab626d93fd976af958fbc61ba-Abstract.html,https://dblp.org/rec/conf/nips/BienXM10
1506,2010,Gilles Blanchard,university paris-saclay,France,Nicole Krämer 0002,weierstrass institute berlin,Germany,NIPS,optimal learning rates for kernel conjugate gradient regression.,2,https://proceedings.neurips.cc/paper/2010/hash/b2f627fff19fda463cb386442eac2b3d-Abstract.html,https://dblp.org/rec/conf/nips/BlanchardK10
1507,2010,Matthew B. Blaschko,ku leuven,Belgium,Andrew Zisserman,deepmind & university of oxford,United Kingdom,NIPS,simultaneous object detection and ranking with weak supervision.,3,https://proceedings.neurips.cc/paper/2010/hash/6da37dd3139aa4d9aa55b8d237ec5d4a-Abstract.html,https://dblp.org/rec/conf/nips/BlaschkoVZ10
1508,2010,Liefeng Bo,intel labs,United States,Dieter Fox,university of washington,United States,NIPS,kernel descriptors for visual recognition.,3,https://proceedings.neurips.cc/paper/2010/hash/4558dbb6f6f8bb2e16d03b85bde76e2c-Abstract.html,https://dblp.org/rec/conf/nips/BoRF10
1509,2010,Sander M. Bohte,centrum wiskunde informatica,Netherlands,Jaldert O. Rombouts,centrum wiskunde informatica,Netherlands,NIPS,fractionally predictive spiking neurons.,2,https://proceedings.neurips.cc/paper/2010/hash/2dace78f80bc92e6d7493423d729448e-Abstract.html,https://dblp.org/rec/conf/nips/BohteR10
1510,2010,Edwin V. Bonilla,csiro's data61,Australia,Scott Sanner,university of toronto,Canada,NIPS,gaussian process preference elicitation.,3,https://proceedings.neurips.cc/paper/2010/hash/46922a0880a8f11f8f69cbb52b1396be-Abstract.html,https://dblp.org/rec/conf/nips/BonillaGS10
1511,2010,Byron Boots,university of washington,United States,Geoffrey J. Gordon,msr montréal & cmu,Canada,NIPS,predictive state temporal difference learning.,2,https://proceedings.neurips.cc/paper/2010/hash/3473decccb0509fb264818a7512a8b9b-Abstract.html,https://dblp.org/rec/conf/nips/BootsG10
1512,2010,Alexandre Bouchard-Côté,ubc,Canada,Michael I. Jordan,uc berkeley,United States,NIPS,variational inference over combinatorial spaces.,2,https://proceedings.neurips.cc/paper/2010/hash/cb70ab375662576bd1ac5aaf16b3fca4-Abstract.html,https://dblp.org/rec/conf/nips/Bouchard-CoteJ10
1513,2010,Abdeslam Boularias,max planck institute for intelligent systems,Germany,Brahim Chaib-draa,laval university,Canada,NIPS,bootstrapping apprenticeship learning.,2,https://proceedings.neurips.cc/paper/2010/hash/47a658229eb2368a99f1d032c8848542-Abstract.html,https://dblp.org/rec/conf/nips/BoulariasC10
1514,2010,Christos Boutsidis,ibm t.j. watson research,United States,Petros Drineas,rensselaer polytechnic institute,United States,NIPS,random projections for $k$-means clustering.,3,https://proceedings.neurips.cc/paper/2010/hash/73278a4a86960eeb576a8fd4c9ec6997-Abstract.html,https://dblp.org/rec/conf/nips/BoutsidisZD10
1515,2010,William Brendel,oregon state university,United States,Sinisa Todorovic,oregon state university,United States,NIPS,segmentation as maximum-weight independent set.,2,https://proceedings.neurips.cc/paper/2010/hash/a0a080f42e6f13b3a2df133f073095dd-Abstract.html,https://dblp.org/rec/conf/nips/BrendelT10
1516,2010,Matthias Broecheler,university of maryland cp,United States,Lise Getoor,uc santa cruz,United States,NIPS,computing marginal distributions over continuous markov networks for statistical relational learning.,2,https://proceedings.neurips.cc/paper/2010/hash/459a4ddcb586f24efd9395aa7662bc7c-Abstract.html,https://dblp.org/rec/conf/nips/BroechelerG10
