,Unnamed: 0,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
994,994,2014,David A. Knowles,,Konstantina Palla,,ICML,a reversible infinite hmm using normalised random measures.,3,http://proceedings.mlr.press/v32/knowles14.html,https://dblp.org/rec/conf/icml/KnowlesGP14
995,995,2014,Risi Kondor," Department of Computer Science, The University of Chicago and Department of Statistics",Vikas K. Garg, Toyota Technological Institute at Chicago,ICML,multiresolution matrix factorization.,3,http://proceedings.mlr.press/v32/kondor14.html,https://dblp.org/rec/conf/icml/KondorTG14
996,996,2014,Aryeh Kontorovich," Department of Computer Science, Ben-Gurion University, Beer Sheva, Isreal",Aryeh Kontorovich," Department of Computer Science, Ben-Gurion University, Beer Sheva, Isreal",ICML,concentration in unbounded metric spaces and algorithmic stability.,1,http://proceedings.mlr.press/v32/kontorovicha14.html,https://dblp.org/rec/conf/icml/Kontorovich14
997,997,2014,Aryeh Kontorovich," Department of Computer Science, Ben-Gurion University, Beer Sheva, Israel",Roi Weiss," Department of Computer Science, Ben-Gurion University, Beer Sheva, Israel",ICML,maximum margin multiclass nearest neighbors.,2,http://proceedings.mlr.press/v32/kontorovichb14.html,https://dblp.org/rec/conf/icml/KontorovichW14
998,998,2014,Jan Koutník," IDSIA, USI&SUPSI, Lugano, Switzerland",Jürgen Schmidhuber," IDSIA, USI&SUPSI, Lugano, Switzerland",ICML,a clockwork rnn.,4,http://proceedings.mlr.press/v32/koutnik14.html,https://dblp.org/rec/conf/icml/KoutnikGGS14
999,999,2014,Samory Kpotufe, Toyota Technological Institute-Chicago,Bernhard Schölkopf, Max Planck Institute for Intelligent Systems,ICML,consistency of causal inference under the additive noise model.,4,http://proceedings.mlr.press/v32/kpotufe14.html,https://dblp.org/rec/conf/icml/KpotufeSJS14
1000,1000,2014,Walid Krichene," University of California, Berkeley, CA",Alexandre M. Bayen," University of California, Berkeley, CA",ICML,on the convergence of no-regret learning in selfish routing.,3,http://proceedings.mlr.press/v32/krichene14.html,https://dblp.org/rec/conf/icml/KricheneDB14
1001,1001,2014,Akshay Krishnamurthy,,Larry A. Wasserman,"Carnegie Mellon University, Pittsburgh, USA",ICML,nonparametric estimation of renyi divergence and friends.,4,http://proceedings.mlr.press/v32/krishnamurthy14.html,https://dblp.org/rec/conf/icml/KrishnamurthyKPW14
1002,1002,2014,Sven Kurras,,Gilles Blanchard,,ICML,the f-adjusted graph laplacian - a diagonal modification with a geometric interpretation.,3,http://proceedings.mlr.press/v32/kurras14.html,https://dblp.org/rec/conf/icml/KurrasLB14
1003,1003,2014,Matt J. Kusner," Washington University in St. Louis, St. Louis, MO",Kunal Agrawal," Washington University in St. Louis, St. Louis, MO",ICML,stochastic neighbor compression.,4,http://proceedings.mlr.press/v32/kusner14.html,https://dblp.org/rec/conf/icml/KusnerTWA14
1004,1004,2014,Alexandre Lacoste," Département d'informatique et de génie logiciel, Université Laval, Québec, Canada",Hugo Larochelle," Département d'informatique et de génie logiciel, Université Laval, Québec, Canada",ICML,agnostic bayesian learning of ensembles.,4,http://proceedings.mlr.press/v32/lacoste14.html,https://dblp.org/rec/conf/icml/LacosteMLL14
1005,1005,2014,Rémi Lajugie," Département d'Informatique de l'Ecole Normale Supérieure, CNRS, INRIA, ENS, Paris, France",Sylvain Arlot," Département d'Informatique de l'Ecole Normale Supérieure, CNRS, INRIA, ENS, Paris, France",ICML,large-margin metric learning for constrained partitioning problems.,3,http://proceedings.mlr.press/v32/lajugie14.html,https://dblp.org/rec/conf/icml/LajugieBA14
1006,1006,2014,Shiwei Lan," Department of Statistics, University of California, Irvine, CA",Babak Shahbaba," Department of Statistics, University of California, Irvine, CA",ICML,spherical hamiltonian monte carlo for constrained target distributions.,3,http://proceedings.mlr.press/v32/lan14.html,https://dblp.org/rec/conf/icml/LanZS14
1007,1007,2014,Quoc V. Le," Google Inc, Mountain View, CA",Tomás Mikolov," Google Inc, Mountain View, CA",ICML,distributed representations of sentences and documents.,2,http://proceedings.mlr.press/v32/le14.html,https://dblp.org/rec/conf/icml/LeM14
1008,1008,2014,Leonidas Lefakis," Idiap Research Institute, Martigny, Switzerland and École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland",François Fleuret," Idiap Research Institute, Martigny, Switzerland and École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland",ICML,dynamic programming boosting for discriminative macro-action discovery.,2,http://proceedings.mlr.press/v32/lefakis14.html,https://dblp.org/rec/conf/icml/LefakisF14
1009,1009,2014,Benjamin Letham," Operations Research Center, Massachusetts Institute of Technology, Cambridge, MA",Anshul Sheopuri," IBM Thomas J. Watson Research Center, Yorktown Heights, NY",ICML,latent variable copula inference for bundle pricing from retail transaction data.,3,http://proceedings.mlr.press/v32/letham14.html,https://dblp.org/rec/conf/icml/LethamSS14
1010,1010,2014,Sergey Levine," Computer Science Department, Stanford University, Stanford, CA",Vladlen Koltun," Adobe Research, San Francisco, CA",ICML,learning complex neural network policies with trajectory optimization.,2,http://proceedings.mlr.press/v32/levine14.html,https://dblp.org/rec/conf/icml/LevineK14
1011,1011,2014,Xin Li 0013," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",Yuhong Guo," Department of Computer and Information Sciences, Temple University, Philadelphia, PA",ICML,latent semantic representation learning for scene classification.,2,http://proceedings.mlr.press/v32/lid14.html,https://dblp.org/rec/conf/icml/LiG14
1012,1012,2014,Chun-Liang Li," Department of Computer Science and Information Engineering, National Taiwan University",Hsuan-Tien Lin," Department of Computer Science and Information Engineering, National Taiwan University",ICML,condensed filter tree for cost-sensitive multi-label classification.,2,http://proceedings.mlr.press/v32/lia14.html,https://dblp.org/rec/conf/icml/LiL14
1013,1013,2014,Zhixing Li," Department of Computer Science, Tsinghua University, Beijing, China",Jie Tang 0001," Department of Computer Science, Tsinghua University, Beijing, China",ICML,on modelling non-linear topical dependencies.,5,http://proceedings.mlr.press/v32/lib14.html,https://dblp.org/rec/conf/icml/LiWLZT14
1014,1014,2014,Chengtao Li," Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, China",Jianfei Chen 0001," Dept. of Comp. Sci. & Tech, TNList Lab, State Key Lab of Intell. Tech & Sys, Tsinghua University, Beijing, China",ICML,bayesian max-margin multi-task learning with data augmentation.,3,http://proceedings.mlr.press/v32/lic14.html,https://dblp.org/rec/conf/icml/LiZ014
1015,1015,2014,Yujia Li," Department of Computer Science, University of Toronto, Toronto, ON, Canada",Richard S. Zemel," Department of Computer Science, University of Toronto, Toronto, ON, Canada and Canadian Institute for Advanced Research, Toronto, ON, Canada",ICML,high order regularization for semi-supervised learning of structured output problems.,2,http://proceedings.mlr.press/v32/lif14.html,https://dblp.org/rec/conf/icml/LiZ14
1016,1016,2014,Wenzhao Lian," Department of Electrical and Computer Engineering, Duke University, Durham, NC",Lawrence Carin," Department of Electrical and Computer Engineering, Duke University, Durham, NC",ICML,modeling correlated arrival events with latent semi-markov processes.,4,http://proceedings.mlr.press/v32/lian14.html,https://dblp.org/rec/conf/icml/LianREC14
1017,1017,2014,Daryl Lim,,Gert R. G. Lanckriet,"University of California, San Diego, USA",ICML,efficient learning of mahalanobis metrics for ranking.,2,http://proceedings.mlr.press/v32/lim14.html,https://dblp.org/rec/conf/icml/LimL14
1018,1018,2014,Tian Lin," Tsinghua University, Beijing, China",Wei Chen," Microsoft Research, Beijing, China",ICML,combinatorial partial monitoring game with linear feedback and its applications.,5,http://proceedings.mlr.press/v32/lind14.html,https://dblp.org/rec/conf/icml/LinAKLC14
1019,1019,2014,Zijia Lin," Department of Computer Science and Technology, Tsinghua University, Beijing, P.R. China and School of Software, Tsinghua University, Beijing, P.R. China",Jianmin Wang 0001," School of Software, Tsinghua University, Beijing, P.R. China",ICML,multi-label classification via feature-aware implicit label space encoding.,4,http://proceedings.mlr.press/v32/linc14.html,https://dblp.org/rec/conf/icml/LinDH014
1020,1020,2014,Tsung-Han Lin," Intel Labs, Santa Clara, CA and School of Engineering and Applied Sciences, Harvard University, Cambridge, MA",H. T. Kung 0001," School of Engineering and Applied Sciences, Harvard University, Cambridge, MA",ICML,stable and efficient representation learning with nonnegativity constraints.,2,http://proceedings.mlr.press/v32/line14.html,https://dblp.org/rec/conf/icml/LinK14
1021,1021,2014,Qihang Lin," The University of Iowa, Iowa City, IA",Lin Xiao," Microsoft Research, Redmond,WA",ICML,an adaptive accelerated proximal gradient method and its homotopy continuation for sparse optimization.,2,http://proceedings.mlr.press/v32/lin14.html,https://dblp.org/rec/conf/icml/LinX14
1022,1022,2014,Binbin Lin," Center for Evolutionary Medicine and Informatics, Arizona State University, Tempe, AZ",Jieping Ye," Center for Evolutionary Medicine and Informatics, Arizona State University, Tempe, AZ",ICML,geodesic distance function learning via heat flow on vector fields.,4,http://proceedings.mlr.press/v32/linb14.html,https://dblp.org/rec/conf/icml/LinYHY14
1023,1023,2014,Scott W. Linderman," Harvard University, Cambridge, MA",Ryan P. Adams," Harvard University, Cambridge, MA",ICML,discovering latent network structure in point process data.,2,http://proceedings.mlr.press/v32/linderman14.html,https://dblp.org/rec/conf/icml/LindermanA14
1024,1024,2014,Li-Ping Liu," School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, Oregon",Thomas G. Dietterich," School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, Oregon",ICML,learnability of the superset label learning problem.,2,http://proceedings.mlr.press/v32/liug14.html,https://dblp.org/rec/conf/icml/LiuD14
1025,1025,2014,Yong Liu 0018," School of Computer Science and Technology, Tianjin University, Tianjin, P. R. China",Shizhong Liao," School of Computer Science and Technology, Tianjin University, Tianjin, P. R. China",ICML,efficient approximation of cross-validation for kernel methods using bouligand influence function.,3,http://proceedings.mlr.press/v32/liua14.html,https://dblp.org/rec/conf/icml/LiuJL14
1026,1026,2014,Li-Ping Liu," School of EECS, Oregon State University, Corvallis, OR",Thomas G. Dietterich," School of EECS, Oregon State University, Corvallis, OR",ICML,gaussian approximation of collective graphical models.,3,http://proceedings.mlr.press/v32/liuf14.html,https://dblp.org/rec/conf/icml/LiuSD14
1027,1027,2014,Ji Liu 0002," Department of Computer Sciences, University of Wisconsin-Madison, Madison, WI",Srikrishna Sridhar," Department of Computer Sciences, University of Wisconsin-Madison, Madison, WI",ICML,an asynchronous parallel stochastic coordinate descent algorithm.,5,http://proceedings.mlr.press/v32/liud14.html,https://dblp.org/rec/conf/icml/LiuWRBS14
1028,1028,2014,Jun Liu 0003," SAS Institute Inc., Cary, NC",Jieping Ye," Arizona State University, Tempe, AZ",ICML,safe screening with variational inequalities and its application to lasso.,4,http://proceedings.mlr.press/v32/liuc14.html,https://dblp.org/rec/conf/icml/LiuZWY14
1029,1029,2014,David Lopez-Paz," Max-Planck-Institute for Intelligent Systems, University of Cambridge",Bernhard Schölkopf, Max-Planck-Institute for Intelligent Systems,ICML,randomized nonlinear component analysis.,5,http://proceedings.mlr.press/v32/lopez-paz14.html,https://dblp.org/rec/conf/icml/Lopez-PazSSGS14
1030,1030,2014,Haipeng Luo," Department of Computer Science, Princeton University, Princeton, NJ",Robert E. Schapire," Department of Computer Science, Princeton University, Princeton, NJ",ICML,towards minimax online learning with unknown time horizon.,2,http://proceedings.mlr.press/v32/luo14.html,https://dblp.org/rec/conf/icml/LuoS14
1031,1031,2014,Ping Ma," Department of Statistics, University of Georgia, Athens, GA",Bin Yu 0001," Departments of Statistics and EECS, University of California at Berkeley, Berkeley, CA",ICML,a statistical perspective on algorithmic leveraging.,3,http://proceedings.mlr.press/v32/ma14.html,https://dblp.org/rec/conf/icml/MaMY14
1032,1032,2014,Chris J. Maddison, University of Toronto,Daniel Tarlow, Microsoft Research,ICML,structured generative models of natural source code.,2,http://proceedings.mlr.press/v32/maddison14.html,https://dblp.org/rec/conf/icml/MaddisonT14
1033,1033,2014,Odalric-Ambrym Maillard," The Technion, Faculty of Electrical Engineering, Haifa, Israel",Shie Mannor," The Technion, Faculty of Electrical Engineering, Haifa, Israel",ICML,latent bandits.,2,http://proceedings.mlr.press/v32/maillard14.html,https://dblp.org/rec/conf/icml/MaillardM14
1034,1034,2014,Alan Malek," Queensland University of Technology, Brisbane, QLD, Australia",Peter L. Bartlett," University of California, Berkeley, CA",ICML,linear programming for large-scale markov decision problems.,3,http://proceedings.mlr.press/v32/malek14.html,https://dblp.org/rec/conf/icml/MalekAB14
1035,1035,2014,Dmitry Malioutov," IBM Research, Yorktown Heights, NY",Nikolai Slavov," Departments of Physics and Biology, MIT, Cambridge, MA",ICML,convex total least squares.,2,http://proceedings.mlr.press/v32/malioutov14.html,https://dblp.org/rec/conf/icml/MalioutovS14
1036,1036,2014,Timothy A. Mann,"Google DeepMind, London, UK",Shie Mannor,,ICML,scaling up approximate value iteration with options - better policies with fewer iterations.,2,http://proceedings.mlr.press/v32/mann14.html,https://dblp.org/rec/conf/icml/MannM14
1037,1037,2014,Timothy A. Mann,"Google DeepMind, London, UK",Shie Mannor,,ICML,time-regularized interrupting options (trio).,3,http://proceedings.mlr.press/v32/mannb14.html,https://dblp.org/rec/conf/icml/MannMM14
1038,1038,2014,Jérémie Mary," University of Lille, LIFL, CNRS, INRIA Lille Nord Europe, Villeneuve d'Ascq, France",Olivier Nicol," University of Lille, LIFL, CNRS, INRIA Lille Nord Europe, Villeneuve d'Ascq, France",ICML,improving offline evaluation of contextual bandit algorithms via bootstrapping techniques.,3,http://proceedings.mlr.press/v32/mary14.html,https://dblp.org/rec/conf/icml/MaryPN14
1039,1039,2014,Robert McGibbon," Department of Chemistry, Stanford University, Stanford, CA",Vijay S. Pande," Department of Chemistry, Stanford University, Stanford, CA",ICML,understanding protein dynamics with l1-regularized reversible hidden markov models.,5,http://proceedings.mlr.press/v32/mcgibbon14.html,https://dblp.org/rec/conf/icml/McGibbonRSKP14
