,Unnamed: 0,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
2034,2034,2016,Aryeh Kontorovich,Ben Gurion University,,Ruth Urner,MPI Tuebingen,,NIPS,active nearest-neighbor learning in metric spaces.,3,https://proceedings.neurips.cc/paper/2016/hash/13f320e7b5ead1024ac95c3b208610db-Abstract.html,https://dblp.org/rec/conf/nips/KontorovichSU16
2035,2035,2016,Wouter M. Koolen,"Centrum Wiskunde & Informatica, Amsterdam",,Tim van Erven,University of Amsterdam,,NIPS,combining adversarial guarantees and stochastic fast rates in online learning.,3,https://proceedings.neurips.cc/paper/2016/hash/db116b39f7a3ac5366079b1d9fe249a5-Abstract.html,https://dblp.org/rec/conf/nips/KoolenGE16
2036,2036,2016,Oswin Krause,University of Copenhagen,,Christian Igel,University of Copenhagen,,NIPS,cma-es with optimal covariance update and storage complexity.,3,https://proceedings.neurips.cc/paper/2016/hash/289dff07669d7a23de0ef88d2f7129e7-Abstract.html,https://dblp.org/rec/conf/nips/KrauseAI16
2037,2037,2016,Walid Krichene,UC Berkeley,,Peter L. Bartlett,UC Berkeley,,NIPS,adaptive averaging in accelerated descent dynamics.,3,https://proceedings.neurips.cc/paper/2016/hash/1714726c817af50457d810aae9d27a2e-Abstract.html,https://dblp.org/rec/conf/nips/KricheneBB16
2038,2038,2016,Nils M. Kriege,TU Dortmund,,Richard C. Wilson 0001,University of York,,NIPS,on valid optimal assignment kernels and applications to graph classification.,3,https://proceedings.neurips.cc/paper/2016/hash/0efe32849d230d7f53049ddc4a4b0c60-Abstract.html,https://dblp.org/rec/conf/nips/KriegeGW16
2039,2039,2016,Akshay Krishnamurthy,UMass Amherst,,Miroslav Dudík,Microsoft Research,,NIPS,contextual semibandits via supervised learning oracles.,3,https://proceedings.neurips.cc/paper/2016/hash/e1d5be1c7f2f456670de3d53c7b54f4a-Abstract.html,https://dblp.org/rec/conf/nips/KrishnamurthyAD16
2040,2040,2016,Akshay Krishnamurthy,UMass Amherst,,John Langford 0001,Microsoft Research New York,,NIPS,pac reinforcement learning with rich observations.,3,https://proceedings.neurips.cc/paper/2016/hash/2387337ba1e0b0249ba90f55b2ba2521-Abstract.html,https://dblp.org/rec/conf/nips/KrishnamurthyAL16
2041,2041,2016,Subhashini Krishnasamy,The University of Texas at Austin,,Sanjay Shakkottai,The University of Texas at Aus,,NIPS,regret of queueing bandits.,4,https://proceedings.neurips.cc/paper/2016/hash/430c3626b879b4005d41b8a46172e0c0-Abstract.html,https://dblp.org/rec/conf/nips/KrishnasamySJS16
2042,2042,2016,Dmitry Krotov,Institute for Advanced Study,,John J. Hopfield,Princeton Neuroscience Institute,,NIPS,dense associative memory for pattern recognition.,2,https://proceedings.neurips.cc/paper/2016/hash/eaae339c4d89fc102edd9dbdb6a28915-Abstract.html,https://dblp.org/rec/conf/nips/KrotovH16
2043,2043,2016,Gabriel Krummenacher,ETH Zurich,,Nicolai Meinshausen,ETH Zurich,,NIPS,scalable adaptive stochastic optimization using random projections.,5,https://proceedings.neurips.cc/paper/2016/hash/a3d68b461bd9d3533ee1dd3ce4628ed4-Abstract.html,https://dblp.org/rec/conf/nips/KrummenacherMKB16
2044,2044,2016,Tejas D. Kulkarni,,,Josh Tenenbaum 0001,,,NIPS,hierarchical deep reinforcement learning - integrating temporal abstraction and intrinsic motivation.,4,https://proceedings.neurips.cc/paper/2016/hash/f442d33fa06832082290ad8544a8da27-Abstract.html,https://dblp.org/rec/conf/nips/KulkarniNST16
2045,2045,2016,Wataru Kumagai,Kanagawa University,,Wataru Kumagai,Kanagawa University,,NIPS,learning bound for parameter transfer learning.,1,https://proceedings.neurips.cc/paper/2016/hash/7f53f8c6c730af6aeb52e66eb74d8507-Abstract.html,https://dblp.org/rec/conf/nips/Kumagai16
2046,2046,2016,Paul Lagrée,Université Paris Sud,,Olivier Cappé,,,NIPS,multiple-play bandits in the position-based model.,3,https://proceedings.neurips.cc/paper/2016/hash/51ef186e18dc00c2d31982567235c559-Abstract.html,https://dblp.org/rec/conf/nips/LagreeVC16
2047,2047,2016,Farshad Lahouti,Caltech,,Babak Hassibi,Caltech,,NIPS,fundamental limits of budget-fidelity trade-off in label crowdsourcing.,2,https://proceedings.neurips.cc/paper/2016/hash/339a18def9898dd60a634b2ad8fbbd58-Abstract.html,https://dblp.org/rec/conf/nips/LahoutiH16
2048,2048,2016,Himabindu Lakkaraju,,,Jure Leskovec,,,NIPS,confusions over time - an interpretable bayesian model to characterize trends in decision making.,2,https://proceedings.neurips.cc/paper/2016/hash/97d0145823aeb8ed80617be62e08bdcc-Abstract.html,https://dblp.org/rec/conf/nips/LakkarajuL16
2049,2049,2016,Rémi Lam,,,David H. Wolpert,,,NIPS,bayesian optimization with a finite budget - an approximate dynamic programming approach.,3,https://proceedings.neurips.cc/paper/2016/hash/5ea1649a31336092c05438df996a3e59-Abstract.html,https://dblp.org/rec/conf/nips/LamWW16
2050,2050,2016,Finnian Lattimore,,,Mark D. Reid,,,NIPS,causal bandits - learning good interventions via causal inference.,3,https://proceedings.neurips.cc/paper/2016/hash/b4288d9c0ec0a1841b3b3728321e7088-Abstract.html,https://dblp.org/rec/conf/nips/LattimoreLR16
2051,2051,2016,Trung Le,University of Pedagogy Ho Chi Minh city,,Dinh Q. Phung,Deakin University,,NIPS,dual space gradient descent for online learning.,4,https://proceedings.neurips.cc/paper/2016/hash/43351f7bf9a215be70c2c2caa7555002-Abstract.html,https://dblp.org/rec/conf/nips/LeNNP16
2052,2052,2016,Juho Lee,POSTECH,,Seungjin Choi,POSTECH,,NIPS,finite-dimensional bfry priors and variational bayesian inference for power law models.,3,https://proceedings.neurips.cc/paper/2016/hash/0d4f4805c36dc6853edfa4c7e1638b48-Abstract.html,https://dblp.org/rec/conf/nips/LeeJC16
2053,2053,2016,Moontae Lee,,,David M. Mimno,,,NIPS,beyond exchangeability - the chinese voting process.,3,https://proceedings.neurips.cc/paper/2016/hash/33bb83720ba9d2b6da87114380314af5-Abstract.html,https://dblp.org/rec/conf/nips/LeeJM16
2054,2054,2016,Stefan Lee,Indiana University,,Dhruv Batra,Georgia Tech / Facebook AI Research (FAIR),,NIPS,stochastic multiple choice learning for training diverse deep ensembles.,6,https://proceedings.neurips.cc/paper/2016/hash/20d135f0f28185b84a4cf7aa51f29500-Abstract.html,https://dblp.org/rec/conf/nips/LeePCRCB16
2055,2055,2016,Qi Lei,UT AUSTIN,,Inderjit S. Dhillon,UT Austin & Amazon,,NIPS,coordinate-wise power method.,3,https://proceedings.neurips.cc/paper/2016/hash/8b4066554730ddfaa0266346bdc1b202-Abstract.html,https://dblp.org/rec/conf/nips/LeiZD16
2056,2056,2016,Aris Anagnostopoulos,Sapienza University of Rome,,Mohammad Mahdian,Google Research,,NIPS,community detection on evolving graphs.,5,https://proceedings.neurips.cc/paper/2016/hash/8698ff92115213ab187d31d4ee5da8ea-Abstract.html,https://dblp.org/rec/conf/nips/LeonardiALLM16
2057,2057,2016,Nathan F. Lepora,University of Bristol,,Nathan F. Lepora,University of Bristol,,NIPS,threshold learning for optimal decision making.,1,https://proceedings.neurips.cc/paper/2016/hash/96c5c28becf18e71190460a9955aa4d8-Abstract.html,https://dblp.org/rec/conf/nips/Lepora16
2058,2058,2016,Yongbo Li,Xidian University,,Donglai Xu,Teesside University,,NIPS,learning parametric sparse models for image super-resolution.,6,https://proceedings.neurips.cc/paper/2016/hash/619205da514e83f869515c782a328d3c-Abstract.html,https://dblp.org/rec/conf/nips/LiDXSLX16
2059,2059,2016,Zhe Li 0008,The University of Iowa,,Tianbao Yang,University of Iowa,,NIPS,improved dropout for shallow and deep learning.,3,https://proceedings.neurips.cc/paper/2016/hash/7bb060764a818184ebb1cc0d43d382aa-Abstract.html,https://dblp.org/rec/conf/nips/LiGY16
2060,2060,2016,Ruiyu Li,CUHK,,Jiaya Jia,CUHK,,NIPS,visual question answering with question representation update (qru).,2,https://proceedings.neurips.cc/paper/2016/hash/fd69dbe29f156a7ef876a40a94f65599-Abstract.html,https://dblp.org/rec/conf/nips/LiJ16
2061,2061,2016,Yuanzhi Li,,,Andrej Risteski,,,NIPS,recovery guarantee of non-negative matrix factorization via alternating updates.,3,https://proceedings.neurips.cc/paper/2016/hash/9657c1fffd38824e5ab0472e022e577e-Abstract.html,https://dblp.org/rec/conf/nips/LiLR16
2062,2062,2016,Steven Cheng-Xian Li,UMass Amherst,,Benjamin M. Marlin,University of Massachusetts Amherst,,NIPS,a scalable end-to-end gaussian process adapter for irregularly sampled time series classification.,2,https://proceedings.neurips.cc/paper/2016/hash/9c01802ddb981e6bcfbec0f0516b8e35-Abstract.html,https://dblp.org/rec/conf/nips/LiM16
2063,2063,2016,Yangyan Li,,,Leonidas J. Guibas,,,NIPS,fpnn - field probing neural networks for 3d data.,5,https://proceedings.neurips.cc/paper/2016/hash/854d6fae5ee42911677c739ee1734486-Abstract.html,https://dblp.org/rec/conf/nips/LiPSQG16
2064,2064,2016,Xiang Li 0041,,,Tie-Yan Liu,,,NIPS,lightrnn - memory and computation-efficient recurrent neural networks.,4,https://proceedings.neurips.cc/paper/2016/hash/c3e4035af2a1cde9f21e1ae1951ac80b-Abstract.html,https://dblp.org/rec/conf/nips/LiQYHL16
2065,2065,2016,Chengtao Li,MIT,,Stefanie Jegelka,MIT,,NIPS,"fast mixing markov chains for strongly rayleigh measures, dpps, and constrained sampling.",3,https://proceedings.neurips.cc/paper/2016/hash/850af92f8d9903e7a4e0559a98ecc857-Abstract.html,https://dblp.org/rec/conf/nips/LiSJ16
2066,2066,2016,Yingzhen Li,University of Cambridge,,Richard E. Turner,University of Cambridge,,NIPS,rényi divergence variational inference.,2,https://proceedings.neurips.cc/paper/2016/hash/7750ca3559e5b8e1f44210283368fc16-Abstract.html,https://dblp.org/rec/conf/nips/LiT16
2067,2067,2016,Chris Junchi Li,,,Han Liu 0001,,,NIPS,online ica - understanding global dynamics of nonconvex optimization via diffusion processes.,3,https://proceedings.neurips.cc/paper/2016/hash/6ef80bb237adf4b6f77d0700e1255907-Abstract.html,https://dblp.org/rec/conf/nips/LiWL16
2068,2068,2016,Bo Li 0026,Vanderbilt University,,Yevgeniy Vorobeychik,Vanderbilt University,,NIPS,data poisoning attacks on factorization-based collaborative filtering.,4,https://proceedings.neurips.cc/paper/2016/hash/83fa5a432ae55c253d0e60dbfa716723-Abstract.html,https://dblp.org/rec/conf/nips/LiWSV16
2069,2069,2016,Dangna Li,Stanford university,,Wing Hung Wong,Stanford university,,NIPS,density estimation via discrepancy based adaptive sequential partition.,3,https://proceedings.neurips.cc/paper/2016/hash/185c29dc24325934ee377cfda20e414c-Abstract.html,https://dblp.org/rec/conf/nips/LiYW16
2070,2070,2016,Xiangru Lian,University of Rochester,,Ji Liu 0002,Kwai Inc.,,NIPS,a comprehensive linear speedup analysis for asynchronous stochastic parallel optimization from zeroth-order to first-order.,5,https://proceedings.neurips.cc/paper/2016/hash/db1915052d15f7815c8b88e879465a1e-Abstract.html,https://dblp.org/rec/conf/nips/LianZHHL16
2071,2071,2016,Jingwei Liang,GREYC,,Gabriel Peyré,Université Paris Dauphine,,NIPS,a multi-step inertial forward-backward splitting method for non-convex optimization.,3,https://proceedings.neurips.cc/paper/2016/hash/ea6b2efbdd4255a9f1b3bbc6399b58f4-Abstract.html,https://dblp.org/rec/conf/nips/LiangFP16
2072,2072,2016,Renjie Liao,UofT,,Raquel Urtasun,University of Toronto,,NIPS,learning deep parsimonious representations.,4,https://proceedings.neurips.cc/paper/2016/hash/a376033f78e144f494bfc743c0be3330-Abstract.html,https://dblp.org/rec/conf/nips/LiaoSZU16
2073,2073,2016,Junhong Lin,Istituto Italiano di Tecnologia,,Lorenzo Rosasco,University of Genova- MIT - IIT,,NIPS,optimal learning for multi-pass stochastic gradient methods.,2,https://proceedings.neurips.cc/paper/2016/hash/fe40fb944ee700392ed51bfe84dd4e3d-Abstract.html,https://dblp.org/rec/conf/nips/LinR16
2074,2074,2016,Ming Lin,University of Michigan,,Jieping Ye,University of Michigan,,NIPS,a non-convex one-pass framework for generalized factorization machine and rank-one matrix sensing.,2,https://proceedings.neurips.cc/paper/2016/hash/0a113ef6b61820daa5611c870ed8d5ee-Abstract.html,https://dblp.org/rec/conf/nips/LinY16
2075,2075,2016,Scott W. Linderman,Columbia University,,Jonathan W. Pillow,Princeton University,,NIPS,bayesian latent structure discovery from multi-neuron recordings.,3,https://proceedings.neurips.cc/paper/2016/hash/708f3cf8100d5e71834b1db77dfa15d6-Abstract.html,https://dblp.org/rec/conf/nips/LindermanAP16
2076,2076,2016,Erik M. Lindgren,University of Texas at Austin,,Alexandros G. Dimakis,"University of Texas, Austin",,NIPS,leveraging sparsity for efficient submodular data summarization.,3,https://proceedings.neurips.cc/paper/2016/hash/d43ab110ab2489d6b9b2caa394bf920f-Abstract.html,https://dblp.org/rec/conf/nips/LindgrenWD16
2077,2077,2016,Chaoyue Liu 0001,,,Mikhail Belkin,,,NIPS,clustering with bregman divergences - an asymptotic analysis.,2,https://proceedings.neurips.cc/paper/2016/hash/c4851e8e264415c4094e4e85b0baa7cc-Abstract.html,https://dblp.org/rec/conf/nips/LiuB16
2078,2078,2016,Yang Liu 0018,Harvard University,,Yiling Chen,Harvard University,,NIPS,a bandit framework for strategic regression.,2,https://proceedings.neurips.cc/paper/2016/hash/d79aac075930c83c2f1e369a511148fe-Abstract.html,https://dblp.org/rec/conf/nips/LiuC16
2079,2079,2016,Chang Liu 0021,University of Maryland,,Dawn Xiaodong Song,UC Berkeley,,NIPS,latent attention for if-then program synthesis.,5,https://proceedings.neurips.cc/paper/2016/hash/716e1b8c6cd17b771da77391355749f3-Abstract.html,https://dblp.org/rec/conf/nips/LiuCSCS16
2080,2080,2016,Ming-Yu Liu 0001,MERL,,Oncel Tuzel,Mitsubishi Electric Research Labs (MERL),,NIPS,coupled generative adversarial networks.,2,https://proceedings.neurips.cc/paper/2016/hash/502e4a16930e414107ee22b6198c578f-Abstract.html,https://dblp.org/rec/conf/nips/LiuT16
2081,2081,2016,Qiang Liu 0001,,,Dilin Wang,,,NIPS,stein variational gradient descent - a general purpose bayesian inference algorithm.,2,https://proceedings.neurips.cc/paper/2016/hash/b3ba8f1bee1238a2f37603d90b58898d-Abstract.html,https://dblp.org/rec/conf/nips/LiuW16
2082,2082,2016,Chang Liu 0030,Tsinghua University,,Yang Song,Stanford University,,NIPS,stochastic gradient geodesic mcmc methods.,3,https://proceedings.neurips.cc/paper/2016/hash/77f959f119f4fb2321e9ce801e2f5163-Abstract.html,https://dblp.org/rec/conf/nips/LiuZS16
2083,2083,2016,Andrey Y. Lokhov,Los Alamos National Laboratory,,Andrey Y. Lokhov,Los Alamos National Laboratory,,NIPS,reconstructing parameters of spreading models from partial observations.,1,https://proceedings.neurips.cc/paper/2016/hash/404dcc91b2aeaa7caa47487d1483e48a-Abstract.html,https://dblp.org/rec/conf/nips/Lokhov16
2084,2084,2016,Mingsheng Long,Tsinghua University,,Michael I. Jordan,UC Berkeley,,NIPS,unsupervised domain adaptation with residual transfer networks.,4,https://proceedings.neurips.cc/paper/2016/hash/ac627ab1ccbdb62ec96e702f07f6425b-Abstract.html,https://dblp.org/rec/conf/nips/LongZ0J16
2085,2085,2016,Xinghua Lou,,,Dileep George,,,NIPS,generative shape models - joint text recognition and segmentation with very little training data.,7,https://proceedings.neurips.cc/paper/2016/hash/23ad3e314e2a2b43b4c720507cec0723-Abstract.html,https://dblp.org/rec/conf/nips/LouKLLMPG16
2086,2086,2016,Jin Lu,University of Connecticut,,Jinbo Bi,University of Connecticut,,NIPS,a sparse interactive model for matrix completion with side information.,4,https://proceedings.neurips.cc/paper/2016/hash/093b60fd0557804c8ba0cbf1453da22f-Abstract.html,https://dblp.org/rec/conf/nips/LuLSB16
2087,2087,2016,Jiasen Lu,Virginia Tech,,Devi Parikh,Virginia Tech,,NIPS,hierarchical question-image co-attention for visual question answering.,4,https://proceedings.neurips.cc/paper/2016/hash/9dcb88e0137649590b755372b040afad-Abstract.html,https://dblp.org/rec/conf/nips/LuYBP16
2088,2088,2016,Haipeng Luo,Princeton University,,John Langford 0001,Microsoft Research New York,,NIPS,efficient second order online learning by sketching.,4,https://proceedings.neurips.cc/paper/2016/hash/15de21c670ae7c3f6f3f1f37029303c9-Abstract.html,https://dblp.org/rec/conf/nips/LuoACL16
2089,2089,2016,Wenjie Luo,University of Toronto,,Richard S. Zemel,Vector Institute/University of Toronto,,NIPS,understanding the effective receptive field in deep convolutional neural networks.,4,https://proceedings.neurips.cc/paper/2016/hash/c8067ad1937f728f51288b3eb986afaa-Abstract.html,https://dblp.org/rec/conf/nips/LuoLUZ16
2090,2090,2016,Christopher Lynn,,,Daniel D. Lee,,,NIPS,maximizing influence in an ising network - a mean-field optimal solution.,2,https://proceedings.neurips.cc/paper/2016/hash/2df45244f09369e16ea3f9117ca45157-Abstract.html,https://dblp.org/rec/conf/nips/LynnL16
2091,2091,2016,Malik Magdon-Ismail,Rensselaer,,Christos Boutsidis,Yahoo Labs,,NIPS,optimal sparse linear encoders and sparse pca.,2,https://proceedings.neurips.cc/paper/2016/hash/0e65972dce68dad4d52d063967f0a705-Abstract.html,https://dblp.org/rec/conf/nips/Magdon-IsmailB16
2092,2092,2016,Sara Magliacane,VU University Amsterdam,,Joris M. Mooij,Radboud University Nijmegen,,NIPS,ancestral causal inference.,3,https://proceedings.neurips.cc/paper/2016/hash/f3d9de86462c28781cbe5c47ef22c3e5-Abstract.html,https://dblp.org/rec/conf/nips/MagliacaneCM16
2093,2093,2016,Julien Mairal,Inria,,Julien Mairal,Inria,,NIPS,end-to-end kernel learning with supervised convolutional kernel networks.,1,https://proceedings.neurips.cc/paper/2016/hash/fc8001f834f6a5f0561080d134d53d29-Abstract.html,https://dblp.org/rec/conf/nips/Mairal16
2094,2094,2016,Jeremy B. Maitin-Shepard,Google,,Pieter Abbeel,OpenAI / UC Berkeley / Gradescope,,NIPS,combinatorial energy learning for image segmentation.,5,https://proceedings.neurips.cc/paper/2016/hash/31857b449c407203749ae32dd0e7d64a-Abstract.html,https://dblp.org/rec/conf/nips/Maitin-ShepardJ16
2095,2095,2016,Gustavo Malkomes,Washington University,,Roman Garnett,Washington University in St. Louis,,NIPS,bayesian optimization for automated model selection.,3,https://proceedings.neurips.cc/paper/2016/hash/3bbfdde8842a5c44a0323518eec97cbe-Abstract.html,https://dblp.org/rec/conf/nips/MalkomesSG16
2096,2096,2016,Daniel J. Mankowitz,Technion,,Shie Mannor,Technion,,NIPS,adaptive skills adaptive partitions (asap).,3,https://proceedings.neurips.cc/paper/2016/hash/98d6f58ab0dafbb86b083a001561bb34-Abstract.html,https://dblp.org/rec/conf/nips/MankowitzMM16
2097,2097,2016,Xiao-Jiao Mao,Nanjing University,,Yu-Bin Yang,NanjingUniversity,,NIPS,image restoration using very deep convolutional encoder-decoder networks with symmetric skip connections.,3,https://proceedings.neurips.cc/paper/2016/hash/0ed9422357395a0d4879191c66f4faa2-Abstract.html,https://dblp.org/rec/conf/nips/MaoSY16
