,Unnamed: 0,Unnamed: 0.1,first-author-affiliation,last-author-affiliation,title
818,818,79.0," Department of Computer and Information Science, University of Oregon"," Department of Computer and Information Science, University of Oregon",learning sum-product networks with direct and indirect variable interactions.
819,819,80.0," Stanford University, Palo Alto. Khan Academy, Mountain View"," Redwood Institute for Theoretical Neuroscience, University of California at Berkeley",hamiltonian monte carlo without detailed balance.
820,820,81.0," Stanford University, Stanford, CA"," Stanford University, Stanford, CA",filtering with abstract particles.
821,821,82.0," Department of Mathematical and Computing Sciences, Tokyo Institute of Technology, Tokyo, Japan"," Department of Mathematical and Computing Sciences, Tokyo Institute of Technology, Tokyo, Japan",stochastic dual coordinate ascent with alternating direction method of multipliers.
822,822,83.0," Princeton University Princeton, NJ"," Princeton University Princeton, NJ",deep supervised and convolutional generative stochastic network for protein secondary structure prediction.
823,823,84.0," University of Freiburg, Freiburg, Germany"," University of British Columbia, Vancouver, Canada",an efficient approach for assessing hyperparameter importance.
824,824,0.0," Computer Vision & Multimedia Laboratory, University of Geneva, Switzerland"," Computer Vision & Multimedia Laboratory, University of Geneva, Switzerland",an information geometry of statistical manifold learning.
825,825,1.0," ISLA, University of Amsterdam, Netherlands"," ISLA, University of Amsterdam, Netherlands",relative upper confidence bound for the k-armed dueling bandit problem.
826,826,2.0, eBay Research Laboratory, eBay Research Laboratory,compact random feature maps.
827,827,3.0," Department of Computer Science, Ben-Gurion University, Beer Sheva, Isreal"," Department of Computer Science, Ben-Gurion University, Beer Sheva, Isreal",concentration in unbounded metric spaces and algorithmic stability.
828,828,4.0," Department of Computer Science, Columbia University"," Microsoft Research, New England, Cambridge, MA",heavy-tailed regression with a generalized median-of-means.
829,829,5.0," INRIA Lille-Nord Europe, Villeneuve d'Ascq, France"," INRIA Lille-Nord Europe, Villeneuve d'Ascq, France",spectral bandits for smooth graph functions.
830,830,6.0," School of Mathematics and Statistics, Xi'an Jiaotong University, Xi'an, China"," Department of Computing, The Hong Kong Polytechnic University, Hong Kong, China",robust principal component analysis with complex noise.
831,831,7.0," Department of Computer Science, Stanford University, Stanford, CA"," Department of Computer Science, Stanford University, Stanford, CA",scalable semidefinite relaxation for maximum a posterior estimation.
832,832,8.0," Department of Industrial Engineering and Operations Research, Columbia University"," Department of Industrial Engineering and Operations Research, Columbia University",square deal: lower bounds and improved relaxations for tensor recovery.
833,833,9.0, Washington University in St. Louis, Washington University in St. Louis,automated inference of point of view from user interactions in collective intelligence venues.
834,834,10.0," The Biodesign Institue, Arizona State University, Tempe, AZ"," The Biodesign Institue, Arizona State University, Tempe, AZ and School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ",rank-one matrix pursuit for matrix completion.
835,835,11.0," Department of Electrical Engineering, Stanford University, Stanford, CA"," Department of Electrical Engineering, Stanford University, Stanford, CA",near-optimal joint object matching via convex relaxation.
836,836,12.0," IBM Research, Yorktown Heights, NY"," Departments of Physics and Biology, MIT, Cambridge, MA",convex total least squares.
837,837,13.0," Department of Computer Science & Engineering, Indian Institute of Technology Bombay, India"," Department of Computer Science & Engineering, Indian Institute of Technology Bombay, India",on p-norm path following in multiple kernel learning for non-linear feature selection.
838,838,14.0," Department of Statistical Science, Cornell University, Ithaca, NY and Dept. of Statistics & Biostatistics, Dept. of Computer Science, Rutgers University, Piscataway, NJ"," Dept. of Statistics & Biostatistics, Rutgers University, Piscataway, NJ",gradient hard thresholding pursuit for sparsity-constrained optimization.
839,839,15.0," CSAIL, MIT, Cambridge, MA"," CSAIL, MIT, Cambridge, MA",a unified framework for consistency of regularized loss minimizers.
840,840,16.0," Center for Evolutionary Medicine and Informatics, Arizona State University, Tempe, AZ"," Center for Evolutionary Medicine and Informatics, Arizona State University, Tempe, AZ",geodesic distance function learning via heat flow on vector fields.
841,841,17.0," ETH Zürich, Zürich, Switzerland"," ETH Zürich, Zürich, Switzerland",near-optimally teaching the crowd to classify.
842,842,18.0," University of California, Berkeley, CA"," University of California, Berkeley, CA",on the convergence of no-regret learning in selfish routing.
843,843,19.0," University of Lille, LIFL, CNRS, INRIA Lille Nord Europe, Villeneuve d'Ascq, France"," University of Lille, LIFL, CNRS, INRIA Lille Nord Europe, Villeneuve d'Ascq, France",improving offline evaluation of contextual bandit algorithms via bootstrapping techniques.
844,844,20.0," Electrical Engineering Department, The Technion-Israel Institute of Technology, Haifa, Israel"," Mechanical Engineering Department, National University of Singapore, Singapore",scaling up robust mdps using function approximation.
845,845,21.0," Department of Computer Science, University of California, Irvine"," Department of Computer Science, University of California, Irvine",marginal structured svm with hidden variables.
846,846,22.0," University of British Columbia, Canada"," University of British Columbia, Canada and University of Oxford, United Kingdom and Canadian Institute for Advanced Research",linear and parallel learning of markov random fields.
847,847,23.0, University of Cambridge, University of Cambridge,pitfalls in the use of parallel inference for the dirichlet process.
848,848,24.0, Carnegie Mellon U, Tsinghua U,optimal pac multiple arm identification with applications to crowdsourcing.
849,849,25.0, Canadian Inst. for Advanced Research," Department of Computer Science, Cornell University",deep generative stochastic networks trainable by backprop.
850,850,26.0," Arizona State University, Tempe, AZ"," Arizona State University, Tempe, AZ",a highly scalable parallel algorithm for isotropic total variation models.
851,851,27.0," Department of EECS, University of California, Berkeley, Berkeley, CA"," Department of ECE, University of Illinois at Urbana-Champaign, Urbana, IL",statistical-computational phase transitions in planted models: the high-dimensional setting.
852,852,28.0," CMLA, UMR, CNRS, ENS Cachan, France"," CMLA, UMR, CNRS, ENS Cachan, France",gaussian process optimization with mutual information.
853,853,29.0," Microsoft Research, Redmond, WA"," Microsoft Research, Redmond, WA",aggregating ordinal labels from crowds by minimax conditional entropy.
854,854,30.0," Department of Computer Science & Engineering, University of Washington, Seattle, WA"," Department of Computer Science & Engineering, University of Washington, Seattle, WA",exchangeable variable models.
855,855,31.0," David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, Canada"," Computer Science Department, Carnegie Mellon University, Pittsburgh, PA",clustering in the presence of background noise.
856,856,32.0," SAS Institute Inc., Cary, NC"," Arizona State University, Tempe, AZ",safe screening with variational inequalities and its application to lasso.
857,857,33.0," National Tsing Hua University, ROC", University of Illinois at Chicago,learning the consistent behavior of common users for target node prediction across social networks.
858,858,34.0," Courant Institute, New York University"," Courant Institute, New York Unversity",signal recovery from pooling representations.
859,859,35.0," Computer Science Department, Carnegie Mellon University, Pittsburgh, PA"," Microsoft Research, Redmond, WA",pac-inspired option discovery in lifelong reinforcement learning.
