,first-author,first-author-affiliation,last-author,last-author-affiliation,title
1077,Carl Yang,"University of Illinois, Urbana Champaign",Pan Li,Stanford,Conditional Structure Generation through Graph Variational Generative Adversarial Nets
1078,Hermina Petric Maretic,EPFL,Pascal Frossard,EPFL,GOT: An Optimal Transport framework for Graph comparison
1079,Zhen Zhang,WASHINGTON UNIVERSITY IN ST.LOUIS,Arye Nehorai,WASHINGTON UNIVERSITY IN ST.LOUIS,KerGM: Kernelized Graph Matching
1080,Pan Li,Stanford,Olgica Milenkovic,University of Illinois at Urbana-Champaign,Optimizing Generalized PageRank Methods for Seed-Expansion Community Detection
1081,Ehsan Hajiramezanali,Texas A&M University,Xiaoning Qian,Texas A&M,Variational Graph Recurrent Neural Networks
1082,Fan-Yun Sun,National Taiwan University,Jian Tang,Mila,vGraph: A Generative Model for Joint Community Detection and Node Representation Learning
1083,Heliang Zheng,University of Science and Technology of China,Jiebo Luo,U. Rochester,Learning Deep Bilinear Transformation for Fine-grained Image Representation
1084,Chanho Eom,Yonsei University,Bumsub Ham,Yonsei University,Learning Disentangled Representation for Robust Person Re-identification
1085,Kaidi Cao,Stanford University,Tengyu Ma,Stanford University,Learning Imbalanced Datasets with Label-Distribution-Aware Margin Loss
1086,Hadi Salman,Microsoft Research AI,Pengchuan Zhang,Microsoft Research,A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks
1087,Jana Kulkarni,"MSR, Redmond",Harsha Nori,Microsoft,An Algorithmic Framework For Differentially Private Data Analysis on Trusted Processors
1088,Ligeng Zhu,MIT,Song Han,MIT,Deep Leakage from Gradients
1089,Ximing Qiao,Duke University,Helen Li,Duke University,Defending Neural Backdoors via Generative Distribution Modeling
1090,Eugene Bagdasaryan,"Cornell Tech, Cornell University",Vitaly Shmatikov,Cornell University,Differential Privacy Has Disparate Impact on Model Accuracy
1091,Kareem Amin,Google Research,Sergei Vassilvitskii,Google,Differentially Private Covariance Estimation
1092,Matthew Reimherr,Pennsylvania State University,Jordan Awan,Penn State University,Elliptical Perturbations for Differential Privacy
1093,Olga Ohrimenko,The University of Melbourne,Sajin Sasy,University of Waterloo,Oblivious Sampling Algorithms for Private Data Analysis
1094,David Durfee,Georgia Tech,Ryan Rogers,LinkedIn,Practical Differentially Private Top-k Selection with Pay-what-you-get Composition
1095,Borja Balle,Amazon,Joseph Geumlek,"University of California, San Diego",Privacy Amplification by Mixing and Diffusion Mechanisms
1096,Raef Bassily,The Ohio State University,Abhradeep Guha Thakurta,University of California Santa Cruz,Private Stochastic Convex Optimization with Optimal Rates
1097,Bolin Wei,Peking University,Zhi Jin,"Key Lab of High Confidence Software Technologies (Peking University), Ministry o",Code Generation as a Dual Task of Code Summarization
1098,Charith Mendis,MIT,Michael Carbin,MIT,Compiler Auto-Vectorization with Imitation Learning
1099,Hanjun Dai,Georgia Tech,Pushmeet Kohli,DeepMind,Learning Transferable Graph Exploration
1100,Rahul Gupta,Indian Institute of Science,Shirish Shevade,iisc,Neural Attribution for Semantic Bug-Localization in Student Programs
1101,Richard Shin,UC Berkeley,Alex Polozov,Microsoft Research,Program Synthesis and Semantic Parsing with Learned Code Idioms
1102,Kevin Ellis,MIT,Armando Solar-Lezama,MIT,"Write, Execute, Assess: Program Synthesis with a REPL"
1103,Jen Cardona,Stanford University,John Dabiri,Stanford University,Seeing the Wind: Visual Wind Speed Prediction with a Coupled Convolutional and Recurrent Neural Network
1104,Congchao Wang,Virginia Polytechnic Institute and State University,Guoqiang Yu,Virginia Tech,muSSP: Efficient Min-cost Flow Algorithm for Multi-object Tracking
1105,Zhengyang Shen,University of North Carolina at Chapel Hill,Marc Niethammer,UNC Chapel Hill,Region-specific Diffeomorphic Metric Mapping
1106,Vineet Kosaraju,Stanford University,Silvio Savarese,Stanford University,Social-BiGAT: Multimodal Trajectory Forecasting using Bicycle-GAN and Graph Attention Networks
1107,Zuxuan Wu,University of Maryland,Larry Davis,University of Maryland,LiteEval: A Coarse-to-Fine Framework for Resource Efficient Video Recognition
1108,Andrei Nicolicioiu,Bitdefender,Marius Leordeanu,Institute of Mathematics of the Romanian Academy,Recurrent Space-time Graph Neural Networks
1109,Andrei Barbu,MIT,Boris Katz,MIT,ObjectNet: A large-scale bias-controlled dataset for pushing the limits of object recognition models
1110,Hongzi Mao,MIT,Dr.Mohammad Alizadeh,Massachusetts institute of technology,Park: An Open Platform for Learning-Augmented Computer Systems
1111,Corey Snyder,University of Illinois at Urbana-Champaign,Minh Do,University of Illinois,STREETS: A Novel Camera Network Dataset for Traffic Flow
1112,Edward Raff,Booz Allen Hamilton,Edward Raff,Booz Allen Hamilton,A Step Toward Quantifying Independently Reproducible Machine Learning Research
1113,Soeren Laue,Friedrich Schiller University Jena / Data Assessment Solutions,Joachim Giesen,Friedrich-Schiller-Universitat Jena,GENO -- GENeric Optimization for Classical Machine Learning
1114,Adam Paszke,University of Warsaw,Soumith Chintala,Facebook AI Research,"PyTorch: An Imperative Style, High-Performance Deep Learning Library"
1115,Bryan Wilder,Harvard University,Milind Tambe,USC,End to end learning and optimization on graphs
1116,Avner May,Stanford University,Chris Ré,Stanford,On the Downstream Performance of Compressed Word Embeddings
1117,Dinesh Garg,"IBM Research AI, India",L Venkata Subramaniam,IBM Research AI - India,Quantum Embedding of Knowledge for Reasoning
1118,Jonathan Sauder,Hasso Plattner Institute,Bjarne Sievers,Hasso-Plattner-Institut,Self-Supervised Deep Learning on Point Clouds by Reconstructing Space
1119,Yaqi Xie,National University of Singapore,Harold Soh,National University of Singapore (NUS),Embedding Symbolic Knowledge into Deep Networks
1120,Yu Meng,University of Illinois at Urbana-Champaign,Jiawei Han,UIUC,Spherical Text Embedding
1121,Liwei Wu,"University of California, Davis",James Sharpnack,UC Davis,Stochastic Shared Embeddings: Data-driven Regularization of Embedding Layers
1122,Cyprien de Masson d'Autume,Google DeepMind,Dani Yogatama,DeepMind,Episodic Memory in Lifelong Language Learning
1123,Guillaume Lample,Facebook AI Research,Herve Jegou,Facebook AI Research,Large Memory Layers with Product Keys
1124,Spencer Frei,UCLA,Quanquan Gu,UCLA,Algorithm-Dependent Generalization Bounds for Overparameterized Deep Residual Networks
1125,Chulhee Yun,MIT,Ali Jadbabaie,MIT,Are deep ResNets provably better than linear predictors?
1126,Ravi Kumar,Google,Joshua Wang,Google Research,Efficient Rematerialization for Deep Networks
1127,Guodong Zhang,University of Toronto,Roger Grosse,University of Toronto,Fast Convergence of Natural Gradient Descent for Over-Parameterized Neural Networks
1128,Devansh Arpit,Salesforce/MILA,Yoshua Bengio,Mila - University of Montreal,How to Initialize your Network? Robust Initialization for WeightNorm & ResNets
1129,Lei Wu,Princeton University,Chao Ma,Princeton University,  Global Convergence of Gradient Descent  for Deep Linear Residual Networks
1130,Tristan Milne,University of Toronto,Tristan Milne,University of Toronto,Piecewise Strong Convexity of Neural Networks
1131,Thijs Vogels,EPFL,Martin Jaggi,EPFL,PowerSGD: Practical Low-Rank Gradient Compression for Distributed Optimization
1132,Yatin Nandwani,Indian Institute Of Technology Delhi,Parag Singla,Indian Institute of Technology Delhi,A Primal Dual Formulation For Deep Learning With Constraints
1133,Ganlin Song,Yale University,John Lafferty,Yale University,Surfing: Iterative Optimization Over Incrementally Trained Deep Networks
1134,Igor Colin,Huawei,Kevin Scaman,Huawei Noah's Ark Lab,Theoretical Limits of Pipeline Parallel Optimization and Application to Distributed Deep Learning
1135,Qing Qu,New York University,Zhihui Zhu,Johns Hopkins University,A Nonconvex Approach for Exact and Efficient Multichannel Sparse Blind Deconvolution
1136,Huong Ha,Deakin University,Svetha Venkatesh,Deakin University,Bayesian Optimization with Unknown Search Space
1137,Viet Anh Nguyen,Stanford University,Wolfram Wiesemann,Imperial College,Calculating Optimistic Likelihoods Using (Geodesically) Convex Optimization
1138,Kiran Thekumparampil,Univ. of Illinois at Urbana-Champaign,Sewoong Oh,University of Washington,Efficient Algorithms for Smooth Minimax Optimization
1139,Antonio Orvieto,ETH Zurich,Aurelien Lucchi,ETH Zurich,Shadowing Properties of Optimization Algorithms
1140,Jingbo Liu,MIT,Philippe Rigollet,MIT,Power analysis of knockoff filters for correlated designs
1141,Sanjay P. Bhat,Tata Consultancy Services Limited,Prashanth L.A.,IIT Madras,Concentration of risk measures: A Wasserstein distance approach
1142,Gonzalo Mena,Harvard,Jon Niles-Weed,NYU,Statistical bounds for entropic optimal transport: sample complexity and the central limit theorem
1143,Gabriele Farina,Carnegie Mellon University,Tuomas Sandholm,"CMU, Strategic Machine, Strategy Robot, Optimized Markets",Correlation in Extensive-Form Games: Saddle-Point Formulation and Benchmarks
1144,Faidra Monachou,Stanford University,Itai Ashlagi,Stanford,Discrimination in Online Markets: Effects of Social Bias on Learning from Reviews and Policy Design
1145,Hanrui Zhang,Duke University,Vincent Conitzer,Duke University,Distinguishing Distributions When Samples Are Strategically Transformed
1146,Jiarui Gan,University of Oxford,Michael Wooldridge,Univ of Oxford,Manipulating a Learning Defender and Ways to Counteract
1147,Yuan Deng,Duke University,Balasubramanian Sivan,Google Research,Prior-Free Dynamic Auctions with Low Regret Buyers
1148,Kimia Nadjahi,Télécom ParisTech,Roland Badeau,Télécom ParisTech,Asymptotic Guarantees for Learning Generative Models with the Sliced-Wasserstein Distance
1149,Arindam Banerjee,"University of Minnesota, Twin Cities",Steven Wu,University of Minnesota,Random Quadratic Forms with Dependence: Applications to Restricted Isometry and Beyond
1150,Moses Charikar,Stanford University,Aaron Sidford,Stanford,A General Framework for Symmetric Property Estimation
1151,Othman El Balghiti,Columbia University,Ambuj Tewari,University of Michigan,Generalization Bounds in the Predict-then-Optimize Framework
1152,Xiaoyun Li,Rutgers University,Ping Li,Baidu Research USA,Generalization Error Analysis of Quantized Compressive Learning
1153,Ilias Diakonikolas,UW Madison,Pasin Manurangsi,Google,Nearly Tight Bounds for Robust Proper Learning of Halfspaces with a Margin
1154,Zakaria Mhammedi,The Australian National University,Benjamin Guedj,Inria & University College London,PAC-Bayes Un-Expected Bernstein Inequality
1155,Maryam Aliakbarpour,MIT,Ronitt Rubinfeld,"MIT, TAU",Private Testing of Distributions via Sample Permutations
1156,Colin Wei,Stanford University,Tengyu Ma,Stanford University,Regularization Matters: Generalization and Optimization of Neural Nets v.s. their Induced Kernel
1157,Zhuozhuo Tu,The University of Sydney,Dacheng Tao,University of Sydney,Theoretical Analysis of Adversarial Learning: A Minimax Approach
1158,Yi Hao,"University of California, San Diego",Alon Orlitsky,"University of California, San Diego",Unified Sample-Optimal Property Estimation in Near-Linear Time
1159,Francis Williams,New York University,Joan Bruna,NYU,Gradient Dynamics of Shallow Univariate ReLU Networks
1160,Ayoub Belhadji,Ecole Centrale de Lille,Pierre Chainais,Centrale Lille / CRIStAL CNRS UMR 9189,Kernel quadrature with DPPs
1161,Joe Kileel,Princeton University,Joan Bruna,NYU,On the Expressive Power of Deep Polynomial Neural Networks
1162,Alberto Bietti,Inria,Julien Mairal,Inria,On the Inductive Bias of Neural Tangent Kernels
1163,Ali Sadeghian,University of Florida,Daisy Zhe Wang,Univeresity of Florida,DRUM: End-To-End Differentiable Rule Mining On Knowledge Graphs
