,Unnamed: 0,first-author-affiliation,last-author-affiliation,title
1891,154,UT Austin,U C Berkeley,the consistency of common neighbors for link prediction in stochastic blockmodels.
1892,155,University of Lille,Athens University of Economics and Business,inference for determinantal point processes without spectral knowledge.
1893,156,Janelia Research Campus HHMI,"Janelia Research Campus, HHMI",sample complexity of learning mahalanobis distance metrics.
1894,157,University of Tehran,MIT,matrix manifold optimization for gaussian mixtures.
1895,158,University of Warwick,U Oxford,frank-wolfe bayesian quadrature: probabilistic integration with theoretical guarantees.
1896,159,Georgia Tech,Georgia Institute of Technology,scale up nonlinear component analysis with doubly stochastic gradients.
1897,160,Cornell University,Cornell,the self-normalized estimator for counterfactual learning.
1898,161,EPFL,EPFL,distributionally robust logistic regression.
1899,162,Max Planck Institute for Informatics,Max Planck Institute for Informatics,top-k multiclass svm.
1900,163,Stanford University,Stanford,measuring sample quality with stein's method.
1901,164,University of Rochester,University of Rochester,asynchronous parallel stochastic gradient for nonconvex optimization.
1902,165,Stanford University,Stanford University,solving random quadratic systems of equations is nearly as easy as solving linear systems.
1903,166,ETHZ,ETHZ,distributed submodular cover: succinctly summarizing massive data.
1904,167,UC Berkeley,UC Berkeley,parallel correlation clustering on big graphs.
1905,168,Cornell University,Stanford University,fast bidirectional probability estimation in markov models.
1906,169,Stanford,Stanford University,evaluating the statistical significance of biclusters.
1907,170,Nagoya Institute of Technology,Nagoya Institute of Technology,regularization path of cross-validation error lower bounds.
1908,171,ETH Zurich,ETHZ,sampling from probabilistic submodular models.
1909,172,University of Washington,"University of Washington, Seattle",submodular hamming metrics.
1910,173,Télécom ParisTech,Telecom ParisTech,extending gossip algorithms to distributed estimation of u-statistics.
1911,174,Stanford University,Stanford University,newton-stein method: a second order method for glms via stein's lemma.
1912,175,UIUC,,collaboratively learning preferences from ordinal data.
1913,176,Telecom paristech,Telecom ParisTech,sgd algorithms based on incomplete u-statistics: large-scale minimization of empirical risk.
1914,177,Microsoft Research,University of Michigan,alternating minimization for regression problems with vector-valued outputs.
1915,178,Carnegie Mellon University,Carnegie Mellon University,on variance reduction in stochastic gradient descent and its asynchronous variants.
1916,179,Nanjing University,Nanjing University,subset selection by pareto optimization.
1917,180,University of Chicago,Microsoft Research Cambridge,interpolating convex and non-convex tensor decompositions via the subspace norm.
1918,181,KAIST,KAIST,minimum weight perfect matching via blossom belief propagation.
1919,182,Rutgers University,Rugters University,b-bit marginal regression.
1920,183,Caltech,Caltech,lasso with non-linear measurements is equivalent to one with linear measurements.
1921,184,Massachusetts Institute of Technology,Mass. Institute of Technology,randomized block krylov methods for stronger and faster approximate singular value decomposition.
1922,185,University of Pennsylvania,Stanford University,on the pseudo-dimension of nearly optimal auctions.
1923,186,IBM Thomas J. Watson Research Center,University of Texas at Austin,closed-form estimators for high-dimensional generalized linear models.
1924,187,Yale University,Yale University,"fast, provable algorithms for isotonic regression in all l_p-norms."
1925,188,Georgia Institute of Technology,Inria,semi-proximal mirror-prox for nonsmooth composite minimization.
1926,189,"University of California, San Diego",UCSD,competitive distribution estimation: why is good-turing good.
1927,190,"LIONS, EPFL, Lausanne",EPFL,a universal primal-dual convex optimization framework.
1928,191,Carnegie Mellon University,CMU,sample complexity of episodic fixed-horizon reinforcement learning.
1929,192,Microsoft Research,Pennsylvania State University,private graphon estimation for sparse graphs.
1930,193,University of Michigan-Ann Arbor,University of Michigan,honor: hybrid optimization for non-convex regularized problems.
1931,194,University of Chicago,University of Chicago,a convergent gradient descent algorithm for rank minimization and semidefinite programming from random linear measurements.
1932,195,MIT,University of Washington,super-resolution off the grid.
1933,196,The Pennsylvania State University,"Gatsby Unit, UCL",optimal rates for random fourier features.
1934,197,Supelec,INRIA - ENS,combinatorial bandits revisited.
1935,198,Microsoft Research,MIcrosoft Research,fast convergence of regularized learning in games.
1936,199,CU Boulder,Microsoft,on elicitation complexity.
1937,200,UIUC,UIUC,online learning with adversarial delays.
1938,201,University of Minnesota,University of Minnesota,structured estimation with atomic norms: general bounds and applications.
1939,202,IBM Research - Almaden,Georgia Tech,subsampled power iteration: a unified algorithm for block models and planted csp's.
1940,203,University of Michigan,U. Michigan,deep visual analogy-making.
1941,204,MIT,MIT,where are they looking?.
1942,205,Google DeepMind,Google DeepMind,spatial transformer networks.
1943,206,IDSIA,IDSIA,training very deep networks.
1944,207,University of Wroclaw,U. Montreal,attention-based models for speech recognition.
1945,208,MIT,MIT,deep convolutional inverse graphics network.
1946,209,New York University,Facebook AI Research,end-to-end memory networks.
1947,210,EPFL / Idiap,Facebook AI Research,learning to segment object candidates.
1948,211,Facebook AI research,Facebook AI Research,inferring algorithmic patterns with stack-augmented recurrent nets.
1949,212,EPFL,EPFL,attractor network dynamics enable preplay and rapid path planning in maze–like environments.
1950,213,RJ Research Consuulting,Rutgers,semi-supervised convolutional neural networks for text categorization via region embedding.
1951,214,The Hebrew University,Hebrew University,the return of the gating network: combining generative models and discriminative training in natural image priors.
1952,215,IBM Research-Almaden,IBM Research-Almaden,backpropagation for energy-efficient neuromorphic computing.
1953,216,University of Toronto,U. Toronto,learning wake-sleep recurrent attention models.
1954,217,Stanford University,Stanford University,on-the-job learning with bayesian decision theory.
1955,218,TTI Chicago,TTI Chicago,color constancy by learning to predict chromaticity from luminance.
1956,219,POSTECH,POSTECH,decoupled deep neural network for semi-supervised semantic segmentation.
1957,220,University of Michigan,University of Michigan,action-conditional video prediction using deep networks in atari games.
1958,221,Cornell University,University of Columbia,bayesian active model selection with an application to automated audiometry.
1959,222,University of Freiburg,U Freiburg,efficient and robust automated machine learning.
1960,223,Johns Hopkins University,Johns Hopkins University,a framework for individualizing predictions of disease trajectories by exploiting multi-resolution structure.
1961,224,Google,Google,pointer networks.
1962,225,Princeton,Princeton,a reduced-dimension fmri shared response model.
1963,226,U. Montreal,Universit de Montréal,efficient exact gradient update for training deep networks with very large sparse targets.
1964,227,University of Bristol,University of Bristol,precision-recall-gain curves: pr analysis done right.
1965,228,Technion,TU Berlin,a tractable approximation to optimal point process filtering: application to neural encoding.
